#book	chapter	verse	word	strong	lemma	morph
GEN	1	24	וַֽ/יְהִי\־	H9001	H1961	Hc/Vqw3ms
GEN	1	24	כֵֽן\׃	H3651	H3651	HD
GEN	1	25	וַ	H9001	H6213	Hc/Vqw3ms
GEN	1	25	יַּ֣עַשׂ	H6213	H6213	Hc/Vqw3ms
GEN	1	25	אֱלֹהִים֩	H0430		HNcmpa
GEN	1	25	אֶת\־	H0853		HTo
GEN	1	25	חַיַּ֨ת	H2416	H2416	HNcfsc
GEN	1	25	הָ	H9009	H0776	HTd/Ncfsa
GEN	1	25	אָ֜רֶץ	H0776	H0776	HTd/Ncfsa
GEN	1	25	לְ	H9005		HR/Ncmsc/Sp3fs
GEN	1	25	מִינָ֗	H4327		HR/Ncmsc/Sp3fs
GEN	1	25	הּ	H9024		HR/Ncmsc/Sp3fs
GEN	1	25	וְ/אֶת\־	H9002		HC/To
GEN	1	25	הַ	H9009	H0929	HTd/Ncfsa
GEN	1	25	בְּהֵמָה֙	H0929	H0929	HTd/Ncfsa
GEN	1	25	לְ	H9005		HR/Ncmsc/Sp3fs
GEN	1	25	מִינָ֔	H4327		HR/Ncmsc/Sp3fs
GEN	1	25	הּ	H9024		HR/Ncmsc/Sp3fs
GEN	1	25	וְ	H9002		HC/To
GEN	1	25	אֵ֛ת	H0853		HC/To
GEN	1	25	כָּל\־	H3605	H3605	HNcmsc
GEN	1	25	רֶ֥מֶשׂ	H7431	H7431	HNcmsc
GEN	1	25	הָֽ	H9009	H0127	HTd/Ncfsa
GEN	1	25	אֲדָמָ֖ה	H0127	H0127	HTd/Ncfsa
GEN	1	25	לְ	H9005		HR/Ncmsc/Sp3ms
GEN	1	25	מִינֵ֑	H4327		HR/Ncmsc/Sp3ms
GEN	1	25	הוּ	H9023		HR/Ncmsc/Sp3ms
GEN	1	25	וַ	H9001	H7200	Hc/Vqw3ms
GEN	1	25	יַּ֥רְא	H7200	H7200	Hc/Vqw3ms
GEN	1	25	אֱלֹהִ֖ים	H0430		HNcmpa
GEN	1	25	כִּי\־	H3588	H3588	HTc
GEN	1	25	טֽוֹב\׃	H2895	H2895	HVqp3ms
GEN	1	26	וַ	H9001	H0559	Hc/Vqw3ms
GEN	1	26	יֹּ֣אמֶר	H0559	H0559	Hc/Vqw3ms
GEN	1	26	אֱלֹהִ֔ים	H0430	H0430	HNcmpa
GEN	1	26	נַֽעֲשֶׂ֥ה	H6213	H6213	HVqi1cp
GEN	1	26	אָדָ֛ם	H0120	H0120	HNcmsa
GEN	1	26	בְּ	H9003	H6754	HR/Ncmsc/Sp1bp
GEN	1	26	צַלְמֵ֖	H6754	H6754	HR/Ncmsc/Sp1bp
GEN	1	26	נוּ	H9025	H6754	HR/Ncmsc/Sp1bp
GEN	1	26	כִּ	H9004	H1823	HR/Ncfsc/Sp1bp
GEN	1	26	דְמוּתֵ֑	H1823	H1823	HR/Ncfsc/Sp1bp
GEN	1	26	נוּ	H9025	H1823	HR/Ncfsc/Sp1bp
GEN	1	26	וְ	H9002	H7287	HC/Vqu3mp
GEN	1	26	יִרְדּוּ֩	H7287	H7287	HC/Vqu3mp
GEN	1	26	בִ	H9003	H1710	HR/Ncfsc
GEN	1	26	דְגַ֨ת	H1710	H1710	HR/Ncfsc
GEN	1	26	הַ	H9009	H3220	HTd/Ncmsa
GEN	1	26	יָּ֜ם	H3220	H3220	HTd/Ncmsa
GEN	1	26	וּ	H9002	H5775	HC/R/Ncmsc
GEN	1	26	בְ	H9003	H5775	HC/R/Ncmsc
GEN	1	26	ע֣וֹף	H5775	H5775	HC/R/Ncmsc
GEN	1	26	הַ	H9009	H8064	HTd/Ncmpa
GEN	1	26	שָּׁמַ֗יִם	H8064	H8064	HTd/Ncmpa
GEN	1	26	וּ	H9002	H0929	HC/Rd/Ncfsa
GEN	1	26	בַ	H9003	H0929	HC/Rd/Ncfsa
GEN	1	26	בְּהֵמָה֙	H0929	H0929	HC/Rd/Ncfsa
GEN	1	26	וּ/בְ/כָל\־	H9002		HC/R/Ncmsc
GEN	1	26	הָ	H9009		HTd/Ncfsa
GEN	1	26	אָ֔רֶץ	H0776		HTd/Ncfsa
GEN	1	26	וּ/בְ/כָל\־	H9002		HC/R/Ncmsc
GEN	1	26	הָ	H9009	H7431	HTd/Ncmsa
GEN	1	26	רֶ֖מֶשׂ	H7431	H7431	HTd/Ncmsa
GEN	1	26	הָֽ	H9009	H7430	HTd/Vqrmsa
GEN	1	26	רֹמֵ֥שׂ	H7430	H7430	HTd/Vqrmsa
GEN	1	26	עַל\־	H5921	H5921	HR
GEN	1	26	הָ/אָֽרֶץ\׃	H9009		HTd/Ncfsa
GEN	1	27	וַ	H9001		Hc/Vqw3ms
GEN	1	27	יִּבְרָ֨א	H1254		Hc/Vqw3ms
GEN	1	27	אֱלֹהִ֤ים\׀	H0430		HNcmpa
GEN	1	27	אֶת\־	H0853		HTo
GEN	1	27	הָֽ	H9009	H0120	HTd/Ncmsa
GEN	1	27	אָדָם֙	H0120	H0120	HTd/Ncmsa
GEN	1	27	בְּ	H9003		HR/Ncmsc/Sp3ms
GEN	1	27	צַלְמ֔	H6754		HR/Ncmsc/Sp3ms
GEN	1	27	וֹ	H9023		HR/Ncmsc/Sp3ms
GEN	1	27	בְּ	H9003		HR/Ncmsc
GEN	1	27	צֶ֥לֶם	H6754		HR/Ncmsc
GEN	1	27	אֱלֹהִ֖ים	H0430		HNcmpa
GEN	1	27	בָּרָ֣א	H1254		HVqp3ms
GEN	1	27	אֹת֑	H0853		HTo/Sp3ms
GEN	1	27	וֹ	H9033		HTo/Sp3ms
GEN	1	27	זָכָ֥ר	H2145	H2145	HAamsa
GEN	1	27	וּ	H9002	H5347	HC/Aafsa
GEN	1	27	נְקֵבָ֖ה	H5347	H5347	HC/Aafsa
GEN	1	27	בָּרָ֥א	H1254		HVqp3ms
GEN	1	27	אֹתָֽ/ם\׃	H0853		HTo/Sp3mp
GEN	1	28	וַ	H9001	H1288	Hc/Vpw3ms
GEN	1	28	יְבָ֣רֶךְ	H1288	H1288	Hc/Vpw3ms
GEN	1	28	אֹתָ	H0853		HTo/Sp3mp
GEN	1	28	ם֮	H9038		HTo/Sp3mp
GEN	1	28	אֱלֹהִים֒	H0430		HNcmpa
GEN	1	28	וַ	H9001	H0559	Hc/Vqw3ms
GEN	1	28	יֹּ֨אמֶר	H0559	H0559	Hc/Vqw3ms
GEN	1	28	לָ	H9005	H9038	HRd/Sp3mp
GEN	1	28	הֶ֜ם	H9038	H9038	HRd/Sp3mp
GEN	1	28	אֱלֹהִ֗ים	H0430		HNcmpa
GEN	1	28	פְּר֥וּ	H6509	H6509	HVqv2mp
GEN	1	28	וּ	H9002	H7235	HC/Vqv2mp
GEN	1	28	רְב֛וּ	H7235	H7235	HC/Vqv2mp
GEN	1	28	וּ	H9002	H4390	HC/Vqv2mp
GEN	1	28	מִלְא֥וּ	H4390	H4390	HC/Vqv2mp
GEN	1	28	אֶת\־	H0853		HTo
GEN	1	28	הָ	H9009		HTd/Ncfsa
GEN	1	28	אָ֖רֶץ	H0776		HTd/Ncfsa
GEN	1	28	וְ	H9002	H3533	HC/Vqv2mp/Sp3fs
GEN	1	28	כִבְשֻׁ֑	H3533	H3533	HC/Vqv2mp/Sp3fs
GEN	1	28	הָ	H9034	H3533	HC/Vqv2mp/Sp3fs
GEN	1	28	וּ	H9002	H7287	HC/Vqv2mp
GEN	1	28	רְד֞וּ	H7287	H7287	HC/Vqv2mp
GEN	1	28	בִּ	H9003	H1710	HR/Ncfsc
GEN	1	28	דְגַ֤ת	H1710	H1710	HR/Ncfsc
GEN	1	28	הַ	H9009	H3220	HTd/Ncmsa
GEN	1	28	יָּם֙	H3220	H3220	HTd/Ncmsa
GEN	1	28	וּ	H9002	H5775	HC/R/Ncmsc
GEN	1	28	בְ	H9003	H5775	HC/R/Ncmsc
GEN	1	28	ע֣וֹף	H5775	H5775	HC/R/Ncmsc
GEN	1	28	הַ	H9009	H8064	HTd/Ncmpa
GEN	1	28	שָּׁמַ֔יִם	H8064	H8064	HTd/Ncmpa
GEN	1	28	וּ/בְ/כָל\־	H9002	H3605	HC/R/Ncmsc
GEN	1	28	חַיָּ֖ה	H2416	H2416	HNcfsa
GEN	1	28	הָֽ	H9009	H7430	HTd/Vqrfsa
GEN	1	28	רֹמֶ֥שֶׂת	H7430	H7430	HTd/Vqrfsa
GEN	1	28	עַל\־	H5921	H5921	HR
GEN	1	28	הָ/אָֽרֶץ\׃	H9009		HTd/Ncfsa
GEN	1	29	וַ	H9001	H0559	Hc/Vqw3ms
GEN	1	29	יֹּ֣אמֶר	H0559	H0559	Hc/Vqw3ms
GEN	1	29	אֱלֹהִ֗ים	H0430	H0430	HNcmpa
GEN	1	29	הִנֵּה֩	H2009	H2009	HTj
GEN	1	29	נָתַ֨תִּי	H5414	H5414	HVqp1cs
GEN	1	29	לָ	H9005		HRd/Sp2mp
GEN	1	29	כֶ֜ם	H9036		HRd/Sp2mp
GEN	1	29	אֶת\־	H0853		HTo
GEN	1	29	כָּל\־	H3605		HNcmsc
GEN	1	29	עֵ֣שֶׂב\׀	H6212	H6212	HNcmsa
GEN	1	29	זֹרֵ֣עַ	H2232		HVqrmsa
GEN	1	29	זֶ֗רַע	H2233		HNcmsa
GEN	1	29	אֲשֶׁר֙	H0834		HTr
GEN	1	29	עַל\־	H5921	H5921	HR
GEN	1	29	פְּנֵ֣י	H6440	H6440	HNcmpc
GEN	1	29	כָל\־	H3605		HNcmsc
GEN	1	29	הָ	H9009	H0776	HTd/Ncfsa
GEN	1	29	אָ֔רֶץ	H0776	H0776	HTd/Ncfsa
GEN	1	29	וְ/אֶת\־	H9002		HC/To
GEN	1	29	כָּל\־	H3605		HNcmsc
GEN	1	29	הָ	H9009		HTd/Ncmsa
GEN	1	29	עֵ֛ץ	H6086		HTd/Ncmsa
GEN	1	29	אֲשֶׁר\־	H0834		HTr
GEN	1	29	בּ֥	H9003	H9033	HRd/Sp3ms
GEN	1	29	וֹ	H9033	H9033	HRd/Sp3ms
GEN	1	29	פְרִי\־	H6529	H6529	HNcmsc
GEN	1	29	עֵ֖ץ	H6086		HNcmsa
GEN	1	29	זֹרֵ֣עַ	H2232		HVqrmsa
GEN	1	29	זָ֑רַע	H2233		HNcmsa
GEN	1	29	לָ	H9005		HRd/Sp2mp
GEN	1	29	כֶ֥ם	H9036		HRd/Sp2mp
GEN	1	29	יִֽהְיֶ֖ה	H1961	H1961	HVqi3ms
GEN	1	29	לְ/אָכְלָֽה\׃	H9005	H0402	HR/Ncfsa
GEN	1	30	וּֽ/לְ/כָל\־	H9002		HC/R/Ncmsc
GEN	1	30	חַיַּ֣ת	H2416		HNcfsc
GEN	1	30	הָ֠	H9009		HTd/Ncfsa
GEN	1	30	אָרֶץ	H0776		HTd/Ncfsa
GEN	1	30	וּ/לְ/כָל\־	H9002		HC/R/Ncmsc
GEN	1	30	ע֨וֹף	H5775	H5775	HNcmsc
GEN	1	30	הַ	H9009	H8064	HTd/Ncmpa
GEN	1	30	שָּׁמַ֜יִם	H8064	H8064	HTd/Ncmpa
GEN	1	30	וּ/לְ/כֹ֣ל\׀	H9002		HC/R/Ncmsc
GEN	1	30	רוֹמֵ֣שׂ	H7430	H7430	HVqrmsa
GEN	1	30	עַל\־	H5921	H5921	HR
GEN	1	30	הָ	H9009		HTd/Ncfsa
GEN	1	30	אָ֗רֶץ	H0776		HTd/Ncfsa
GEN	1	30	אֲשֶׁר\־	H0834	H0834	HTr
GEN	1	30	בּ	H9003	H9033	HRd/Sp3ms
GEN	1	30	וֹ֙	H9033	H9033	HRd/Sp3ms
GEN	1	30	נֶ֣פֶשׁ	H5315	H5315	HNcfsa
GEN	1	30	חַיָּ֔ה	H2416		HAafsa
GEN	1	30	אֶת\־	H0853	H0853	HTo
GEN	1	30	כָּל\־	H3605		HNcmsc
GEN	1	30	יֶ֥רֶק	H3418	H3418	HNcmsc
GEN	1	30	עֵ֖שֶׂב	H6212	H6212	HNcmsa
GEN	1	30	לְ	H9005	H0402	HR/Ncfsa
GEN	1	30	אָכְלָ֑ה	H0402	H0402	HR/Ncfsa
GEN	1	30	וַֽ/יְהִי\־	H9001	H1961	Hc/Vqw3ms
GEN	1	30	כֵֽן\׃	H3651	H3651	HD
GEN	1	31	וַ	H9001	H7200	Hc/Vqw3ms
GEN	1	31	יַּ֤רְא	H7200	H7200	Hc/Vqw3ms
GEN	1	31	אֱלֹהִים֙	H0430	H0430	HNcmpa
GEN	1	31	אֶת\־	H0853	H0853	HTo
GEN	1	31	כָּל\־	H3605	H3605	HNcmsa
GEN	1	31	אֲשֶׁ֣ר	H0834	H0834	HTr
GEN	1	31	עָשָׂ֔ה	H6213	H6213	HVqp3ms
GEN	1	31	וְ/הִנֵּה\־	H9002	H2009	HC/Tj
GEN	1	31	ט֖וֹב	H2896	H2896	HAamsa
GEN	1	31	מְאֹ֑ד	H3966	H3966	HAcmsa
GEN	1	31	וַֽ/יְהִי\־	H9001		Hc/Vqw3ms
GEN	1	31	עֶ֥רֶב	H6153	H6153	HNcmsa
GEN	1	31	וַֽ/יְהִי\־	H9001		Hc/Vqw3ms
GEN	1	31	בֹ֖קֶר	H1242	H1242	HNcmsa
GEN	1	31	י֥וֹם	H3117	H3117	HNcmsc
GEN	1	31	הַ/שִּׁשִּֽׁי\׃\ \פ	H9009	H8345	HTd/Aomsa
